STNAME,CTYNAME,Majority_White,Percent_White
Georgia,Gwinnett County,True,0.6013412568909537
Georgia,Habersham County,True,0.907766544117647
Georgia,Hall County,True,0.8751132588341891
Georgia,Hancock County,False,0.24966651845264562
Georgia,Haralson County,True,0.9293661971830985
Georgia,Harris County,True,0.7975729646697388
Georgia,Hart County,True,0.7864252684379653
Georgia,Heard County,True,0.8662425857474426
Georgia,Henry County,True,0.5570118582369065
Georgia,Houston County,True,0.6470616412109268
Georgia,Irwin County,True,0.7047916666666667
Georgia,Jackson County,True,0.8926218817585974
Georgia,Jasper County,True,0.7517241379310344
Georgia,Jeff Davis County,True,0.8258775402480866
Georgia,Jefferson County,False,0.4441333982473223
Georgia,Jenkins County,True,0.5457505698469554
Georgia,Johnson County,True,0.637566939476609
Georgia,Jones County,True,0.7352066347062323
Georgia,Lamar County,True,0.6667774270366063
Georgia,Lanier County,True,0.7127884615384615
Georgia,Laurens County,True,0.6157032534709935
Georgia,Lee County,True,0.7620538509705698
Georgia,Liberty County,True,0.5108368590673733
Georgia,Lincoln County,True,0.6609797078971178
Georgia,Long County,True,0.6843843469591226
Georgia,Lowndes County,True,0.589138557161813
Georgia,Lumpkin County,True,0.9533174349090197
Georgia,McDuffie County,True,0.5714813276092877
Georgia,McIntosh County,True,0.6244670857720933
Georgia,Macon County,False,0.3706092687372923
Georgia,Madison County,True,0.8882601532841486
Georgia,Marion County,True,0.6345999311215704
Georgia,Meriwether County,True,0.5898556856108682
Georgia,Miller County,True,0.6947562405763109
Georgia,Mitchell County,False,0.498487729001037
Georgia,Monroe County,True,0.7441904118331644
Georgia,Montgomery County,True,0.7177156961741277
Georgia,Morgan County,True,0.7387729992729714
Georgia,Murray County,True,0.9601949634443542
Georgia,Muscogee County,False,0.48275062621904813
Georgia,Newton County,True,0.5485739618737994
Georgia,Oconee County,True,0.8981230851601772
Georgia,Oglethorpe County,True,0.7995621836092489
Georgia,Paulding County,True,0.7906146408839779
Georgia,Peach County,True,0.5142277894431975
Georgia,Pickens County,True,0.966379663796638
Georgia,Pierce County,True,0.8850031840373593
Georgia,Pike County,True,0.872599663110612
Georgia,Polk County,True,0.8386666019228901
Georgia,Pulaski County,True,0.662457337883959
Georgia,Putnam County,True,0.7078026228889518
Georgia,Quitman County,False,0.4937603993344426
Georgia,Rabun County,True,0.9543474259066086
Georgia,Randolph County,False,0.3840589600109185
Georgia,Richmond County,False,0.402908380103363
Georgia,Rockdale County,False,0.47429503612211604
Georgia,Schley County,True,0.7633266533066132
Georgia,Screven County,True,0.5540064779608506
Georgia,Seminole County,True,0.647926679333855
Georgia,Spalding County,True,0.6374540045408283
Georgia,Stephens County,True,0.8557413773125797
Georgia,Stewart County,False,0.46739490235021514
Georgia,Sumter County,False,0.4453951955378082
Georgia,Talbot County,False,0.40064446831364126
Georgia,Taliaferro County,False,0.381547619047619
Georgia,Tattnall County,True,0.6817680428616452
Georgia,Taylor County,True,0.5970308788598575
Georgia,Telfair County,True,0.6170407976022998
Georgia,Terrell County,False,0.37158651188501934
Georgia,Thomas County,True,0.6013326178338252
Georgia,Tift County,True,0.6576076368595364
Georgia,Toombs County,True,0.7173347977301848
Georgia,Towns County,True,0.9757979990471654
Georgia,Treutlen County,True,0.6572610429901019
Georgia,Troup County,True,0.6204358240345855
Georgia,Turner County,True,0.5781212841854935
Georgia,Twiggs County,True,0.5667100745826921
Georgia,Union County,True,0.9727751619971097
Georgia,Upson County,True,0.6961321817499061
Georgia,Walker County,True,0.93398831027697
